sku_id, annual_units, case_pct, min_each_cases,units_case,case_pallet
19422.9,49,0,2,28,45
32175.9,49,0,2,24,45
11250.1,48,0,2,140,45
41595,48,0,2,85,45
41596,48,0,2,85,45
41598,48,0,2,85,45
41599,48,0,2,100,45
41626,48,0,2,1900,45
41627,48,0,2,1900,45
41629,48,0,2,1900,45
41630,48,0,2,1900,45
23228.9,48,0,2,11,45
27601.9,48,0,2,36,45
32176.9,48,0,2,24,45
33894.9,48,0,2,20,45
38520.9,47,0,2,9,45
12422,47,0,2,44,45
41465,47,0,2,100,45
41625,47,0,2,1900,45
27608.9,47,0,2,40,45
23227.9,46,0,2,10,45
32184.9,46,0,2,15,45
38521.9,45,0,2,8,45
43232,45,0,2,60,45
15044.9,45,0,2,220,45
10141.9,44,0,2,78,45
10146.9,44,0,2,110,45
23226.9,44,0,2,14,45
14423,43,0,2,70,45
41755,43,0,2,200,45
16983.9,43,0,2,100,45
36053,42,0,2,300,45
36054,42,0,2,300,45
38791,42,0,2,115,45
20075.9,42,0,2,24,45
20076.9,42,0,2,22,45
23240.9,42,0,2,30,45
33900,42,0,2,30,45
10166.9,41,0,2,110,45
11222.9,41,0,2,140,45
36055,41,0,2,300,45
15045.9,41,0,2,200,45
27600.9,41,0,2,38,45
32174.9,41,0,2,24,45
31022,40,0,2,1000,45
31080,40,0,2,36,45
37744,40,0,2,250,45
38533,40,0,2,125,45
14847.9,40,0,2,135,45
14848.9,40,0,2,125,45
31898.9,39,0,2,14,45
31899.9,39,0,2,10,45
42354,39,0,2,0,45
42355,39,0,2,0,45
31085,39,0,2,3000,45
19423.9,39,0,2,18,45
31902.9,38,0,2,11,45
23238.9,38,0,2,32,45
31903.9,37,0,2,12,45
18074.9,37,0,2,10,45
10156.9,36,0,2,110,45
12628.9,36,0,2,120,45
39106.9,36,0,2,18,45
39107.9,36,0,2,18,45
38790,36,0,2,115,45
19486.9,36,0,2,11,45
21951.9,36,0,2,8,45
23233.9,36,0,2,12,45
23239.9,36,0,2,30,45
31896.9,35,0,2,11,45
31897.9,35,0,2,11,45
31904.9,35,0,2,13,45
31905.9,35,0,2,12,45
38518.9,35,0,2,9,45
10264.9,35,0,2,110,45
11236.9,35,0,2,110,45
12139.1,35,0,2,60,45
12418.9,35,0,2,60,45
31033,35,0,2,800,45
38882,35,0,2,225,45
38887,35,0,2,100,45
14845.9,35,0,2,150,45
20696,35,0,2,100,45
14282,34,0,2,90,45
11223.9,34,0,2,104,45
12138.1,34,0,2,60,45
12945.9,34,0,2,52,45
16915,34,0,2,200,45
14849.9,34,0,2,125,45
18075.9,34,0,2,9,45
10161.9,33,0,2,110,45
10265.9,33,0,2,110,45
10266.9,33,0,2,110,45
12153,33,0,2,42,45
39104.9,33,0,2,18,45
39105.9,33,0,2,18,45
38786,33,0,2,115,45
38787,33,0,2,115,45
14846.9,33,0,2,110,45
18076.9,33,0,2,9,45
21952.9,33,0,2,11,45
23232.9,33,0,2,13,45
23234.9,33,0,2,14,45
11228.9,32,0,2,130,45
12417.9,32,0,2,50,45
39102.9,32,0,2,18,45
39103.9,32,0,2,16,45
31023,32,0,2,1000,45
31028,32,0,2,800,45
31083,32,0,2,3000,45
19488.9,32,0,2,26,45
20138.9,32,0,2,10,45
10263.9,31,0,2,120,45
11252.9,31,0,2,104,45
31024,31,0,2,1000,45
19479,31,0,2,88,45
20088,31,0,2,92,45
20089,31,0,2,88,45
21954.9,31,0,2,26,45
39994.9,30,0,2,0,45
39995.9,30,0,2,0,45
10260.9,30,0,2,110,45
31032,30,0,2,800,45
32177.9,30,0,2,21,45
10268.9,29,0,2,110,45
11221.9,29,0,2,105,45
31342,29,0,2,1250,45
19485.9,29,0,2,12,45
20140.9,29,0,2,10,45
10267.9,28,0,2,110,45
11220.9,28,0,2,104,45
11249.1,28,0,2,120,45
12420.9,28,0,2,50,45
31335,28,0,2,1250,45
38664,28,0,2,115,45
38789,28,0,2,140,45
18077.9,28,0,2,8,45
21950.9,28,0,2,12,45
28793,28,0,2,14,45
11224.9,27,0,2,105,45
31334,27,0,2,1250,45
38550,27,0,2,440,45
20067.9,27,0,2,10,45
11245.9,26,0,2,125,45
38785,26,0,2,115,45
20695,26,0,2,100,45
21930.9,26,0,2,13,45
28792,26,0,2,12,45
10261.9,25,0,1,90,45
12137.1,25,0,1,60,45
40288,25,0,1,10,45
40294,25,0,1,32,45
40298,25,0,1,1,45
21953.9,25,0,1,12,45
28794,25,0,1,14,45
12419.9,24,0,1,60,45
40286,24,0,1,20,45
40292,24,0,1,25,45
40295,24,0,1,0,45
40296,24,0,1,1,45
40299,24,0,1,1,45
18078.9,24,0,1,8,45
20066.9,24,0,1,11,45
21949.9,24,0,1,26,45
21956.9,24,0,1,24,45
10262.9,23,0,1,110,45
10272.9,23,0,1,110,45
18079.9,23,0,1,9,45
21933.9,23,0,1,11,45
21955.9,23,0,1,27,45
31906.9,22,0,1,10,45
31907.9,22,0,1,12,45
10275.9,22,0,1,110,45
31026,22,0,1,800,45
31030,22,0,1,800,45
31031,22,0,1,800,45
35009,22,0,1,250,45
21934.9,22,0,1,10,45
23320.9,22,0,1,11,45
24403.9,21,0,1,12,45
24404.9,21,0,1,12,45
31894.9,21,0,1,13,45
31895.9,21,0,1,13,45
38519.9,21,0,1,9,45
42317.9,21,0,1,8,45
42318.9,21,0,1,8,45
10273.9,21,0,1,110,45
11244.9,21,0,1,110,45
12629.9,21,0,1,110,45
40287,21,0,1,12,45
40293,21,0,1,0,45
40297,21,0,1,1,45
31081,21,0,1,36,45
34504,21,0,1,44,45
20139.9,21,0,1,10,45
20699.9,21,0,1,200,45
21935.9,21,0,1,12,45
21936.9,21,0,1,13,45
21939.9,21,0,1,36,45
21948.9,21,0,1,30,45
32178.9,21,0,1,22,45
10269.9,20,0,1,110,45
10274.9,20,0,1,110,45
10276.9,20,0,1,100,45
10277.9,20,0,1,110,45
12152,20,0,1,42,45
12421.9,20,0,1,60,45
21932.9,20,0,1,10,45
28793.9,20,0,1,17,45
18080.9,19,0,1,36,45
21942.9,19,0,1,30,45
21943.9,19,0,1,30,45
23319.9,19,0,1,11,45
32179.9,19,0,1,21,45
32185.9,19,0,1,12,45
12630.9,18,0,1,100,45
21944.9,18,0,1,36,45
28792.9,18,0,1,20,45
11251.1,17,0,1,150,45
38511,17,0,1,1,45
21937.9,17,0,1,12,45
21938.9,17,0,1,14,45
21941.9,17,0,1,36,45
28790.9,17,0,1,22,45
28791.9,17,0,1,18,45
28794.9,17,0,1,22,45
32186.9,17,0,1,15,45
32187.9,17,0,1,18,45
12136.1,16,0,1,70,45
13000.9,16,0,1,60,45
19489.9,16,0,1,27,45
20698.9,16,0,1,200,45
21931.9,16,0,1,10,45
21945.9,16,0,1,34,45
23321.9,16,0,1,10,45
10271.9,15,0,1,110,45
11219.9,15,0,1,125,45
11257.9,15,0,1,105,45
34988,15,0,1,55,45
34999,15,0,1,700,45
42343,15,0,1,250,45
18081.9,15,0,1,34,45
20084.9,15,0,1,220,45
20090.9,15,0,1,300,45
20091.9,15,0,1,200,45
20092.9,15,0,1,200,45
21947.9,15,0,1,36,45
24405.9,14,0,1,14,45
24406.9,14,0,1,11,45
10270.9,14,0,1,110,45
11241.9,14,0,1,110,45
11242.9,14,0,1,104,45
12416.9,14,0,1,60,45
13001.9,14,0,1,64,45
34990,14,0,1,75,45
35001,14,0,1,700,45
38514,14,0,1,1,45
41758,14,0,1,300,45
42340,14,0,1,250,45
42342,14,0,1,250,45
42344,14,0,1,250,45
42345,14,0,1,250,45
42346,14,0,1,250,45
42348,14,0,1,250,45
18082.9,14,0,1,36,45
19484.9,14,0,1,13,45
20697.9,14,0,1,260,45
20700.9,14,0,1,200,45
21940.9,14,0,1,32,45
21946.9,14,0,1,32,45
23237.9,14,0,1,36,45
32181.9,14,0,1,17,45
24395.9,13,0,1,14,45
24396.9,13,0,1,13,45
24397.9,13,0,1,11,45
24398.9,13,0,1,12,45
11258.9,13,0,1,100,45
18380,13,0,1,1000,45
39948,13,0,1,1,45
42341,13,0,1,250,45
42347,13,0,1,250,45
18083.9,13,0,1,30,45
20085.9,13,0,1,250,45
20086.9,13,0,1,220,45
23242.9,13,0,1,30,45
31910.9,12,0,1,10,45
31911.9,12,0,1,12,45
11233.9,12,0,1,110,45
11234.9,12,0,1,100,45
11243.9,12,0,1,105,45
34991,12,0,1,60,45
35002,12,0,1,700,45
38512,12,0,1,1,45
19490.9,12,0,1,24,45
20701.9,12,0,1,200,45
23236.9,12,0,1,32,45
32180.9,12,0,1,18,45
33897.9,12,0,1,39,45
31908.9,11,0,1,11,45
31909.9,11,0,1,12,45
11226.9,11,0,1,105,45
11235.9,11,0,1,120,45
12414.9,11,0,1,50,45
23774,11,0,1,1025,45
31916,11,0,1,900,45
34987,11,0,1,70,45
34995,11,0,1,70,45
34998,11,0,1,550,45
35008,11,0,1,250,45
35011,11,0,1,250,45
39949,11,0,1,1,45
19492.9,11,0,1,165,45
19493.9,11,0,1,165,45
20691.9,11,0,1,160,45
20702.9,11,0,1,200,45
23243.9,11,0,1,34,45
11259.9,10,0,1,90,45
12153.9,10,0,1,54,45
23776,10,0,1,3075,45
23779,10,0,1,1025,45
30006,10,0,1,1025,45
31082,10,0,1,36,45
34989,10,0,1,60,45
35000,10,0,1,700,45
35006,10,0,1,550,45
19477.9,10,0,1,165,45
19482.9,10,0,1,28,45
20692.9,10,0,1,160,45
23235.9,10,0,1,32,45
28790,10,0,1,24,45
28791,10,0,1,14,45
32172.9,10,0,1,29,45
32173.9,10,0,1,25,45
24401.9,9,0,1,10,45
24402.9,9,0,1,14,45
11225.9,9,0,1,110,45
12415.9,9,0,1,60,45
43233,9,0,1,1,45
19483.9,9,0,1,26,45
19494.9,9,0,1,165,45
20693.9,9,0,1,160,45
23241.9,9,0,1,30,45
11250.9,8,0,1,105,45
12139.9,8,0,1,100,45
12154.9,8,0,1,54,45
23778,8,0,1,1025,45
33671,8,0,1,450,45
19475.9,8,0,1,10,45
19476.9,8,0,1,165,45
19491.9,8,0,1,165,45
19496.9,8,0,1,165,45
33898.9,8,0,1,30,45
24399.9,7,0,1,15,45
24400.9,7,0,1,10,45
11227.9,7,0,1,120,45
11249.9,7,0,1,105,45
12138.9,7,0,1,104,45
19495.9,7,0,1,165,45
20095.9,7,0,1,220,45
20694.9,7,0,1,110,45
39998.9,6,0,1,0,45
39999.9,6,0,1,0,45
12137.9,6,0,1,105,45
12152.9,6,0,1,50,45
23775,6,0,1,1025,45
30005,6,0,1,1025,45
38874,6,0,1,300,45
18084.9,6,0,1,30,45
18085.9,6,0,1,32,45
23318.9,6,0,1,13,45
27848.9,5,0,1,10,45
27849.9,5,0,1,12,45
27850.9,5,0,1,9,45
27851.9,5,0,1,12,45
11251.9,5,0,1,110,45
33950,5,0,1,84,45
34004,5,0,1,54,45
23777,5,0,1,1025,45
30007,5,0,1,1025,45
34992,5,0,1,75,45
35003,5,0,1,700,45
19434,5,0,1,96,45
19471.9,5,0,1,10,45
19472.9,5,0,1,10,45
19474.9,5,0,1,10,45
20695.9,5,0,1,110,45
20696.9,5,0,1,110,45
22162.9,5,0,1,30,45
23511.9,5,0,1,110,45
39996.9,4,0,1,0,45
39997.9,4,0,1,0,45
12135.1,4,0,1,120,45
12135.9,4,0,1,50,45
12136.9,4,0,1,157,45
12151,4,0,1,42,45
33935,4,0,1,64,45
33942,4,0,1,84,45
33951,4,0,1,84,45
33983,4,0,1,54,45
40170.9,4,0,1,0,45
40171.9,4,0,1,0,45
40172.9,4,0,1,0,45
40173.9,4,0,1,0,45
34532,4,0,1,75,45
34993,4,0,1,75,45
35004,4,0,1,700,45
38513,4,0,1,1,45
19467.9,4,0,1,10,45
19469.9,4,0,1,10,45
19481,4,0,1,70,45
20093.9,4,0,1,220,45
20094.9,4,0,1,250,45
22160.9,4,0,1,36,45
22165.9,4,0,1,32,45
12150,3,0,1,60,45
12150.9,3,0,1,68,45
12151.9,3,0,1,50,45
33921,3,0,1,64,45
33937,3,0,1,64,45
33943,3,0,1,84,45
33944,3,0,1,84,45
33945,3,0,1,84,45
33946,3,0,1,84,45
33947,3,0,1,84,45
33948,3,0,1,84,45
33949,3,0,1,84,45
33952,3,0,1,84,45
33953,3,0,1,84,45
33954,3,0,1,84,45
33955,3,0,1,84,45
33956,3,0,1,84,45
33957,3,0,1,64,45
33958,3,0,1,64,45
33959,3,0,1,64,45
33960,3,0,1,64,45
33961,3,0,1,64,45
33962,3,0,1,64,45
33963,3,0,1,64,45
33964,3,0,1,64,45
33965,3,0,1,64,45
33966,3,0,1,64,45
33967,3,0,1,64,45
33968,3,0,1,64,45
33969,3,0,1,64,45
33970,3,0,1,64,45
33971,3,0,1,64,45
33972,3,0,1,64,45
33973,3,0,1,64,45
33974,3,0,1,64,45
33975,3,0,1,64,45
33976,3,0,1,64,45
33977,3,0,1,54,45
33978,3,0,1,54,45
33979,3,0,1,54,45
33980,3,0,1,54,45
33981,3,0,1,54,45
33982,3,0,1,54,45
33984,3,0,1,54,45
33985,3,0,1,54,45
33986,3,0,1,54,45
40174.9,3,0,1,0,45
40175.9,3,0,1,0,45
19436,3,0,1,96,45
19470.9,3,0,1,10,45
19480,3,0,1,100,45
19481.9,3,0,1,165,45
22159.9,3,0,1,32,45
22166.9,3,0,1,36,45
23513.9,3,0,1,110,45
12413,2,0,1,70,45
12413.9,2,0,1,64,45
33916,2,0,1,64,45
33925,2,0,1,64,45
34007,2,0,1,54,45
34008,2,0,1,54,45
34009,2,0,1,54,45
34010,2,0,1,54,45
34011,2,0,1,54,45
34012,2,0,1,54,45
34013,2,0,1,54,45
34014,2,0,1,54,45
34015,2,0,1,54,45
34016,2,0,1,54,45
34385,2,0,1,220,45
34390,2,0,1,250,45
34395,2,0,1,150,45
34396,2,0,1,300,45
34530,2,0,1,225,45
34531,2,0,1,220,45
34994,2,0,1,100,45
34997,2,0,1,2000,45
35005,2,0,1,700,45
42332,2,0,1,70,45
42349,2,0,1,250,45
42497,2,0,1,60,45
42498,2,0,1,60,45
43942,2,0,1,440,45
19432.9,2,0,1,150,45
19468.9,2,0,1,10,45
19473.9,2,0,1,10,45
19480.9,2,0,1,165,45
20087.9,2,0,1,250,45
20089.9,2,0,1,220,45
22158.9,2,0,1,36,45
22161.9,2,0,1,28,45
22163.9,2,0,1,32,45
22164.9,2,0,1,32,45
30722,1,0,1,50,45
33917,1,0,1,64,45
33918,1,0,1,64,45
33919,1,0,1,64,45
33920,1,0,1,64,45
33922,1,0,1,64,45
33923,1,0,1,64,45
33924,1,0,1,64,45
33926,1,0,1,64,45
33927,1,0,1,64,45
33928,1,0,1,64,45
33929,1,0,1,64,45
33930,1,0,1,64,45
33931,1,0,1,64,45
33932,1,0,1,64,45
33933,1,0,1,64,45
33934,1,0,1,64,45
33936,1,0,1,64,45
33938,1,0,1,64,45
33939,1,0,1,64,45
33940,1,0,1,64,45
33941,1,0,1,64,45
33632,1,0,1,150,45
34389,1,0,1,300,45
34535,1,0,1,175,45
34538,1,0,1,100,45
34540,1,0,1,80,45
34541,1,0,1,80,45
34546,1,0,1,1000,45
34549,1,0,1,1000,45
34551,1,0,1,1000,45
34552,1,0,1,1000,45
34996,1,0,1,200,45
43245,1,0,1,1,45
19433.9,1,0,1,160,45
19436.9,1,0,1,150,45
19478.9,1,0,1,165,45
19479.9,1,0,1,165,45
20088.9,1,0,1,250,45
23512.9,1,0,1,110,45
3126,0,0,1,100,45
8652,0,0,1,10,45
9567,0,0,1,9,45
11380,0,0,1,1,45
11552,0,0,1,1,45
11620,0,0,1,1,45
11657,0,0,1,6,45
11658,0,0,1,6,45
11854,0,0,1,6,45
14274,0,0,1,6,45
14278,0,0,1,6,45
14280,0,0,1,6,45
14285,0,0,1,1,45
14286,0,0,1,1,45
14287,0,0,1,1,45
14291,0,0,1,1,45
14293,0,0,1,1,45
14295,0,0,1,1,45
14296,0,0,1,9,45
14298,0,0,1,1,45
14299,0,0,1,12,45
14320,0,0,1,9,45
14321,0,0,1,1,45
14323,0,0,1,1,45
14346,0,0,1,1,45
14347,0,0,1,1,45
14348,0,0,1,1,45
14351,0,0,1,1,45
14390,0,0,1,1,45
14391,0,0,1,1,45
29923,0,0,1,100,45
31648,0,0,1,6,45
31968,0,0,1,12,45
27846.9,0,0,1,9,45
27847.9,0,0,1,10,45
30721,0,0,1,50,45
30723,0,0,1,48,45
41001,0,0,1,0,45
41001.9,0,0,1,0,45
41002,0,0,1,0,45
41002.9,0,0,1,0,45
41003,0,0,1,0,45
42529.9,0,0,1,0,45
42530.9,0,0,1,0,45
42531.9,0,0,1,0,45
42532.9,0,0,1,0,45
42533.9,0,0,1,0,45
42534.9,0,0,1,0,45
42535.9,0,0,1,0,45
42536.9,0,0,1,0,45
5920,0,0,1,5,45
5921,0,0,1,1,45
5922,0,0,1,9999,45
33987,0,0,1,54,45
33988,0,0,1,54,45
33989,0,0,1,54,45
33990,0,0,1,54,45
33991,0,0,1,54,45
33992,0,0,1,54,45
33993,0,0,1,54,45
33994,0,0,1,54,45
33995,0,0,1,54,45
33996,0,0,1,54,45
33997,0,0,1,54,45
33998,0,0,1,54,45
33999,0,0,1,54,45
34000,0,0,1,54,45
34001,0,0,1,54,45
34002,0,0,1,54,45
34003,0,0,1,54,45
34005,0,0,1,54,45
34006,0,0,1,54,45
21566,0,0,1,1,45
24019,0,0,1,525,45
26172,0,0,1,25,45
26173,0,0,1,25,45
26174,0,0,1,25,45
26175,0,0,1,100,45
26176,0,0,1,100,45
26177,0,0,1,100,45
27035,0,0,1,400,45
28795,0,0,1,775,45
29377,0,0,1,275,45
29542,0,0,1,100,45
29929,0,0,1,700,45
30778,0,0,1,400,45
31677,0,0,1,1,45
31678,0,0,1,1,45
31679,0,0,1,1,45
31680,0,0,1,1,45
31681,0,0,1,1,45
31682,0,0,1,1,45
31683,0,0,1,1,45
31684,0,0,1,1,45
31685,0,0,1,1,45
31686,0,0,1,1,45
31687,0,0,1,1,45
31688,0,0,1,1,45
31689,0,0,1,1,45
31690,0,0,1,1,45
31691,0,0,1,1,45
31692,0,0,1,1,45
31693,0,0,1,1,45
31694,0,0,1,1,45
31695,0,0,1,1,45
31696,0,0,1,1,45
31697,0,0,1,1,45
31698,0,0,1,1,45
31699,0,0,1,1,45
31700,0,0,1,1,45
31701,0,0,1,1,45
31702,0,0,1,1,45
31703,0,0,1,1,45
31704,0,0,1,1,45
31705,0,0,1,1,45
31706,0,0,1,1,45
31707,0,0,1,1,45
31708,0,0,1,1,45
31709,0,0,1,1,45
31710,0,0,1,1,45
31711,0,0,1,1,45
31712,0,0,1,1,45
31891,0,0,1,400,45
33630,0,0,1,250,45
34533,0,0,1,170,45
34534,0,0,1,175,45
34536,0,0,1,80,45
34537,0,0,1,100,45
34539,0,0,1,100,45
34544,0,0,1,1000,45
34545,0,0,1,1000,45
34547,0,0,1,1000,45
34548,0,0,1,1000,45
34550,0,0,1,1000,45
34632,0,0,1,1,45
34633,0,0,1,1,45
34634,0,0,1,1,45
34635,0,0,1,1,45
34636,0,0,1,1,45
34637,0,0,1,1,45
34638,0,0,1,1,45
34639,0,0,1,1,45
34640,0,0,1,1,45
34692,0,0,1,1700,45
35090,0,0,1,1,45
35091,0,0,1,1,45
35092,0,0,1,1,45
35093,0,0,1,1,45
35094,0,0,1,1,45
35095,0,0,1,1,45
35096,0,0,1,1,45
35097,0,0,1,1,45
35098,0,0,1,1,45
35099,0,0,1,1,45
35100,0,0,1,1,45
35101,0,0,1,1,45
35102,0,0,1,1,45
35103,0,0,1,1,45
35104,0,0,1,1,45
35105,0,0,1,1,45
35106,0,0,1,1,45
35107,0,0,1,1,45
35110,0,0,1,1,45
35111,0,0,1,1,45
35112,0,0,1,1,45
35113,0,0,1,1,45
35114,0,0,1,1,45
35115,0,0,1,1,45
35116,0,0,1,1,45
35117,0,0,1,1,45
35118,0,0,1,1,45
35119,0,0,1,1,45
35120,0,0,1,1,45
35121,0,0,1,1,45
35122,0,0,1,1,45
35123,0,0,1,1,45
35124,0,0,1,1,45
35125,0,0,1,1,45
35126,0,0,1,1,45
35127,0,0,1,1,45
35130,0,0,1,1,45
35131,0,0,1,1,45
35132,0,0,1,1,45
35133,0,0,1,1,45
35134,0,0,1,1,45
35135,0,0,1,1,45
35136,0,0,1,1,45
35137,0,0,1,1,45
35138,0,0,1,1,45
35139,0,0,1,1,45
35140,0,0,1,1,45
35141,0,0,1,1,45
35142,0,0,1,1,45
35143,0,0,1,1,45
35144,0,0,1,1,45
35145,0,0,1,1,45
35146,0,0,1,1,45
35147,0,0,1,1,45
38294,0,0,1,1,45
38295,0,0,1,1,45
38296,0,0,1,1,45
38297,0,0,1,1,45
38298,0,0,1,1,45
38299,0,0,1,1,45
38300,0,0,1,1,45
38301,0,0,1,1,45
38302,0,0,1,1,45
38303,0,0,1,1,45
38304,0,0,1,1,45
38305,0,0,1,1,45
38306,0,0,1,1,45
38307,0,0,1,1,45
38308,0,0,1,1,45
38309,0,0,1,1,45
38310,0,0,1,1,45
38311,0,0,1,1,45
38657,0,0,1,1,45
38658,0,0,1,1,45
38659,0,0,1,1,45
38660,0,0,1,1,45
38661,0,0,1,23,45
38792,0,0,1,1540,45
38794,0,0,1,1540,45
38795,0,0,1,1416,45
38796,0,0,1,1416,45
40046,0,0,1,1,45
40047,0,0,1,1,45
40048,0,0,1,1,45
40049,0,0,1,1,45
40050,0,0,1,1,45
40051,0,0,1,1,45
40052,0,0,1,1,45
40053,0,0,1,1,45
40054,0,0,1,1,45
40128,0,0,1,1,45
40130,0,0,1,1,45
40343,0,0,1,1,45
41275.S,0,0,1,1,45
41277.S,0,0,1,1,45
41278.S,0,0,1,1,45
41442,0,0,1,1,45
41443,0,0,1,1,45
41444,0,0,1,1,45
41445,0,0,1,1,45
41446,0,0,1,1,45
41447,0,0,1,1,45
41448,0,0,1,0,45
41461,0,0,1,2000,45
41714,0,0,1,22,45
42324,0,0,1,1,45
42330,0,0,1,1,45
42376,0,0,1,30,45
42377,0,0,1,30,45
42378,0,0,1,18,45
42382,0,0,1,0,45
42383,0,0,1,0,45
42384,0,0,1,0,45
42454,0,0,1,1,45
42455,0,0,1,1,45
42456,0,0,1,1,45
42457,0,0,1,1,45
42458,0,0,1,1,45
42459,0,0,1,1,45
42499,0,0,1,0,45
42523,0,0,1,0,45
42524,0,0,1,0,45
42543,0,0,1,1,45
42544,0,0,1,1,45
42545,0,0,1,1,45
42546,0,0,1,1,45
42547,0,0,1,1,45
42548,0,0,1,1,45
42549,0,0,1,1,45
42550,0,0,1,1,45
42551,0,0,1,1,45
42552,0,0,1,1,45
42553,0,0,1,1,45
42554,0,0,1,1,45
42555,0,0,1,1,45
42556,0,0,1,1,45
42557,0,0,1,1,45
42558,0,0,1,1,45
42559,0,0,1,1,45
42560,0,0,1,1,45
43216,0,0,1,0,45
43231,0,0,1,0,45
43943,0,0,1,15,45
44592,0,0,1,1,45
44593,0,0,1,0,45
44750,0,0,1,300,45
19431.9,0,0,1,150,45
19434.9,0,0,1,150,45
19435,0,0,1,96,45
19435.9,0,0,1,150,45
